reference_id,title,manual_type,reason,expected_path,source_url,previous_error
TEA-RM-9596EF3588,HOW TO USE THE DIAGNOSTIC CHART AND INSPECTION PROCEDURE ( 2001.12 - ) [ Only for Hong Kong ],Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\INTRODUCTION\HOW TO TROUBLESHOOT ECU CONTROLLED SYSTEMS\HOW TO USE THE DIAGNOSTIC CHART AND INSPECTION PROCEDURE ( 2001.12 - ) [ Only for Hong Kong ] [9596ef3588995b86c0919a185250fb4c].pdf,http://century.trinom.org/public/9596ef3588995b86c0919a185250fb4c.pdf,
TEA-RM-9A1FB8A912,HOW TO DETERMINE BOLT STRENGTH ( 2001.12 - ) [ Only for Hong Kong ],Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\SERVICE SPECIFICATIONS\STANDARD BOLT\HOW TO DETERMINE BOLT STRENGTH ( 2001.12 - ) [ Only for Hong Kong ] [9a1fb8a91284912f61321091a3e2bf4d].pdf,http://century.trinom.org/public/9a1fb8a91284912f61321091a3e2bf4d.pdf,
TEA-RM-9B656B3CEC,1. Check of communications between combination meter and body ECU.,Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\DIAGNOSTICS\COMBINATION METER SYSTEM\1. Check of communications between combination meter and body ECU [9b656b3cec8d6bafe6d3255694040b27].pdf,http://century.trinom.org/public/9b656b3cec8d6bafe6d3255694040b27.pdf,
TEA-RM-ACE12F649C,VSC Warning Light Circuit,Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\DIAGNOSTICS\ABS & BA & TRC & VSC SYSTEM ( 2001.12 - ) [ Only for Hong Kong ]\VSC Warning Light Circuit [ace12f649c5b4e4656127edce30a16b4].pdf,http://century.trinom.org/public/ace12f649c5b4e4656127edce30a16b4.pdf,
TEA-RM-B9AEA9AEC3,SPECIFIED TORQUE FOR STANDARD BOLTS ( 2001.12 - ) [ Only for Hong Kong ],Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\SERVICE SPECIFICATIONS\STANDARD BOLT\SPECIFIED TORQUE FOR STANDARD BOLTS ( 2001.12 - ) [ Only for Hong Kong ] [b9aea9aec3413bb8247300d0879c4701].pdf,http://century.trinom.org/public/b9aea9aec3413bb8247300d0879c4701.pdf,
TEA-RM-CAC51A277D,6. Intensity of meter and pointer illuminations does not change by adjusting the light control rheostat.,Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\DIAGNOSTICS\COMBINATION METER SYSTEM\6. Intensity of meter and pointer illuminations does not change by adjusting the light control rheostat [cac51a277d42c4f4e57aa7b38fa62e58].pdf,http://century.trinom.org/public/cac51a277d42c4f4e57aa7b38fa62e58.pdf,
TEA-RM-D308D6CBF6,9. Water temperature gauge stays at the same position or does not function correctly.,Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\DIAGNOSTICS\COMBINATION METER SYSTEM\9. Water temperature gauge stays at the same position or does not function correctly [d308d6cbf6d47a420975960d8a71e2e5].pdf,http://century.trinom.org/public/d308d6cbf6d47a420975960d8a71e2e5.pdf,
TEA-RM-D92F507014,VEHICLE IDENTIFICATION AND ENGINE SERIAL NUMBER ( 2001.12 - ) [ Only for Hong Kong ],Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\INTRODUCTION\IDENTIFICATION INFORMATION\VEHICLE IDENTIFICATION AND ENGINE SERIAL NUMBER ( 2001.12 - ) [ Only for Hong Kong ] [d92f507014633c00b6ffdc9271d86b65].pdf,http://century.trinom.org/public/d92f507014633c00b6ffdc9271d86b65.pdf,
TEA-RM-D9C17F21E8,DIAGNOSTIC TROUBLE CODE CHART,Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\DIAGNOSTICS\ABS & BA & TRC & VSC SYSTEM ( 2001.12 - ) [ Only for Hong Kong ]\DIAGNOSTIC TROUBLE CODE CHART [d9c17f21e8435f700f49ce468e088356].pdf,http://century.trinom.org/public/d9c17f21e8435f700f49ce468e088356.pdf,
TEA-RM-E091B7A39D,HOW TO PROCEED WITH TROUBLESHOOTING,Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\DIAGNOSTICS\ANTI-LOCK BRAKE SYSTEM\HOW TO PROCEED WITH TROUBLESHOOTING [e091b7a39dcef84d3bfcd294b08ab199].pdf,http://century.trinom.org/public/e091b7a39dcef84d3bfcd294b08ab199.pdf,
TEA-RM-E7D23385D2,Door courtesy switch circuit (Body control ECU communication circuit),Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\DIAGNOSTICS\ENGINE IMMOBILISER SYSTEM\Door courtesy switch circuit (Body control ECU communication circuit) [e7d23385d2addf4ce79c5f78efd891a5].pdf,http://century.trinom.org/public/e7d23385d2addf4ce79c5f78efd891a5.pdf,
TEA-RM-E926757B48,VSC Warning Buzzer Circuit,Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\DIAGNOSTICS\ABS & BA & TRC & VSC SYSTEM ( 2001.12 - ) [ Only for Hong Kong ]\VSC Warning Buzzer Circuit [e926757b48f5a33b4d885a47a7f220ae].pdf,http://century.trinom.org/public/e926757b48f5a33b4d885a47a7f220ae.pdf,
TEA-RM-FC2F831B48,GENERAL INFORMATION ( 2001.12 - ) [ Only for Hong Kong ],Repair Manual,file missing,C:\Users\pangw\Downloads\Century_Manual_Archiver\Century_Manual_Archiver\Century_GZG50_Archive\PDFs\Repair Manual\INTRODUCTION\HOW TO TROUBLESHOOT ECU CONTROLLED SYSTEMS\GENERAL INFORMATION ( 2001.12 - ) [ Only for Hong Kong ] [fc2f831b48af5921d0b4292b3f571781].pdf,http://century.trinom.org/public/fc2f831b48af5921d0b4292b3f571781.pdf,
